,TLabel,Tweet text processed,Unnamed: 0,Unnamed: 0.1,ZLabel,cashtags,conversation_id,created_at,date,day,geo,has_media,hashtags,hour,id,img_urls,is_replied,is_reply_to,likes,link,links,name,near,nlikes,nreplies,nretweets,parent_tweet_id,place,quote_url,replies,reply_to,reply_to_users,retweet,retweet_date,retweet_id,retweets,screen_name,search,source,text,text_html,timestamp,timestamp_epochs,timezone,trans_dest,trans_src,translate,tweet,tweet_id,tweet_url,user_id,user_id_str,user_rt,user_rt_id,username,video_url,tweet_processed,pred,pred_raw
187,0.0,india’s own ‘smog tower’ may help combat air pollution: as the city grapples with dangerous…,986.0,1270.0,0,[],1.06e+18,1541324022000.0,2018-11-04 9:33:42,7.0,,,[],9.0,1.06e+18,,,,,https://twitter.com/nc_airways/status/1059015824793432064,,NC Airways,,1.0,0.0,0.0,,,,,"[{'user_id': '3654481394', 'username': 'nc_airways'}]",,False,,,,,smog tower,,,,,,UTC,,,,India’s own ‘smog tower’ may help combat air pollution: As the city grapples with dangerous…  https://goo.gl/fb/FcJ2Uf ,,,3654481394,3654481394.0,,,nc_airways,,india’s own ‘smog tower’ may help combat air pollution: as the city grapples with dangerous…,0,0.9962714910507202
189,0.0,day 28 #swachhsurvekshan2020tirupati first smog tower in #india with a height of 20 feet …,147.0,155.0,0,[],1.22e+18,1579749392000.0,2020-01-23 3:16:32,4.0,,,"['#swachhsurvekshan2020tirupati', '#india']",3.0,1.22e+18,,,,,https://twitter.com/SP_GANESH_56/status/1220183504857726982,,పవన్ కళ్యాణ్ అభిమాని,,2.0,0.0,1.0,,,https://twitter.com/MCTTirupati/status/1220179768374489089,,"[{'user_id': '278480240', 'username': 'SP_GANESH_56'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Day 28 
#SwachhSurvekshan2020Tirupati 

First Smog tower in #India with a height of 20 feet https://twitter.com/MCTTirupati/status/1220179768374489089 …",,,278480240,278480240.0,,,SP_GANESH_56,,day 28 #swachhsurvekshan2020tirupati first smog tower in #india with a height of 20 feet …,0,0.995952844619751
190,0.0,a small question: we pray you won the election but if you don't then would you fight for smog tower? or that time it will be of no use... btw i am die hard modi fan...,154.0,162.0,0,[],1.22e+18,1579743961000.0,2020-01-23 1:46:01,4.0,,,[],1.0,1.22e+18,,,,,https://twitter.com/snyanand/status/1220160726645559297,,Khanabadosh3,,0.0,0.0,0.0,,,,,"[{'user_id': '134070928', 'username': 'snyanand'}, {'user_id': '85462891', 'username': 'TajinderBagga'}]",,False,,,,,smog tower,,,,,,UTC,,,,"A small question: we pray you won the election but if you don't then would you fight for smog tower? or that time it will be of no use...
 Btw I am die hard modi fan...",,,134070928,134070928.0,,,snyanand,,a small question: we pray you won the election but if you don't then would you fight for smog tower? or that time it will be of no use... btw i am die hard modi fan...,1,0.5210135579109192
194,0.0,"do you have an idea how much one smog tower costs? i would like to know it from you this basic info,.before you commit it to people",201.0,210.0,0,[],1.22e+18,1579699971000.0,2020-01-22 13:32:51,3.0,,,[],13.0,1.22e+18,,,,,https://twitter.com/taurusplay1/status/1219976219292323841,,Anil,,0.0,0.0,0.0,,,,,"[{'user_id': '299104463', 'username': 'taurusplay1'}, {'user_id': '85462891', 'username': 'TajinderBagga'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Do you have an idea how much one smog tower costs?
I would like to know it from you this basic info,.before you commit it to people",,,299104463,299104463.0,,,taurusplay1,,"do you have an idea how much one smog tower costs? i would like to know it from you this basic info,.before you commit it to people",-1,0.7244372367858887
200,0.0,delhi area: 1484 sq. km. 1 smog tower cleans area: pi×3×3= 28 sq. km. total smog tower required: 1484÷28 = 53. one smog tower cost = 2 crore. total one time cost required to install smog towers throughout delhi = 53×2= 106 crores only. 1,865.0,1068.0,0,[],1.19e+18,1572864049000.0,2019-11-04 10:40:49,1.0,,,[],10.0,1.19e+18,,,,,https://twitter.com/Saffron_Tweeter/status/1191304283200925702,,Ibn Battuta,,1.0,1.0,0.0,,,,,"[{'user_id': '1024509655714856960', 'username': 'Saffron_Tweeter'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Delhi Area: 1484 sq. Km.
1 Smog Tower cleans area: pi×3×3= 28 sq. Km.
Total Smog Tower required: 1484÷28 = 53.
One Smog Tower cost = 2 Crore.
Total One time Cost required to install Smog Towers throughout Delhi = 53×2= 106 Crores Only.

1",,,1024509655714856960,1.02e+18,,,Saffron_Tweeter,,delhi area: 1484 sq. km. 1 smog tower cleans area: pi×3×3= 28 sq. km. total smog tower required: 1484÷28 = 53. one smog tower cost = 2 crore. total one time cost required to install smog towers throughout delhi = 53×2= 106 crores only. 1,0,0.998802900314331
208,0.0,the world’s biggest smog tower offers hope to polluted megacities in china … via,995.0,1286.0,0,[],1.04e+18,1536096639000.0,2018-09-04 21:30:39,2.0,,,[],21.0,1.04e+18,,,,,https://twitter.com/empathyceo/status/1037090589609738241,,Empathy CEO☀️,,0.0,0.0,0.0,,,,,"[{'user_id': '715109587431645184', 'username': 'empathyceo'}, {'user_id': '19485870', 'username': 'AkwyZ'}]",,False,,,,,smog tower,,,,,,UTC,,,,"The World’s Biggest Smog Tower Offers Hope to Polluted Megacities in China  https://futurism.com/worlds-biggest-smog-tower-offers-hope-polluted-megacities-china/ …
via @akwyz",,,715109587431645184,7.15e+17,,,empathyceo,,the world’s biggest smog tower offers hope to polluted megacities in china … via,0,0.9983874559402466
213,0.0,when delhi is by default registered in c40 cities cos of capital city of india . the worst cm of most polluted city in the world.he done nothing for the reduction of pollution in capital city&he claimed gambhirs smog tower as his work like coward😂,8.0,8.0,0,[],1.24e+18,1585305528000.0,2020-03-27 10:38:48,5.0,,,[],10.0,1.24e+18,,,,,https://twitter.com/nosickular/status/1243487631247167489,,Mᥙ⳽ƙᥱtᥱᥱɾ,,11.0,2.0,5.0,,,,,"[{'user_id': '1221496581943255041', 'username': 'nosickular'}, {'user_id': '355989081', 'username': 'ANI'}]",,False,,,,,smog tower,,,,,,UTC,,,,When Delhi is by default registered in C40 cities cos of capital city of india . The worst CM of most polluted city in the world.He done nothing for the reduction of pollution in capital city&he claimed Gambhirs smog tower as his work like coward😂,,,1221496581943255041,1.22e+18,,,nosickular,,when delhi is by default registered in c40 cities cos of capital city of india . the worst cm of most polluted city in the world.he done nothing for the reduction of pollution in capital city&he claimed gambhirs smog tower as his work like coward😂,1,0.9867554903030396
215,0.0,delhi gets its own smog tower delhi's first smog tower has started working at its lajpat nagar central market. … picture courtesy: humorexpress #smog #smogtower #lajpatnagar #tower #cleanindiajournal,12.0,12.0,0,[],1.24e+18,1583922160000.0,2020-03-11 10:22:40,3.0,,,"['#smog', '#smogtower', '#lajpatnagar', '#tower', '#cleanindiajournal']",10.0,1.24e+18,,,,,https://twitter.com/CleanIndiaJourn/status/1237685364011106304,,Clean India Journal,,1.0,0.0,0.0,,,,,"[{'user_id': '1712293116', 'username': 'CleanIndiaJourn'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Delhi gets its own smog tower

Delhi's first smog tower has started working at its Lajpat Nagar central market.

 https://www.cleanindiajournal.com/delhi-gets-its-own-smog-tower/ …
Picture courtesy: Humorexpress

#Smog #smogtower #LajpatNagar #tower #CleanIndiaJournal pic.twitter.com/FnP525Cj0U",,,1712293116,1712293116.0,,,CleanIndiaJourn,,delhi gets its own smog tower delhi's first smog tower has started working at its lajpat nagar central market. … picture courtesy: humorexpress #smog #smogtower #lajpatnagar #tower #cleanindiajournal,0,0.9986293315887451
216,0.0,hc hs suggsted sevrl measures including smog tower on the lines of china. it is d govt whch dsnt implement the suggestions,1104.0,1485.0,0,[],9.31e+17,1510905709000.0,2017-11-17 8:01:49,5.0,,,[],8.0,9.31e+17,,,,,https://twitter.com/RichaBanka/status/931432172166057984,,Richa Banka,,0.0,0.0,0.0,,,,,"[{'user_id': '504456428', 'username': 'RichaBanka'}, {'user_id': '142022302', 'username': 'prashant_roy'}, {'user_id': '17710740', 'username': 'dna'}]",,False,,,,,smog tower,,,,,,UTC,,,,HC hs suggsted sevrl measures including smog tower on the lines of China. It is d govt whch dsnt implement the suggestions,,,504456428,504456428.0,,,RichaBanka,,hc hs suggsted sevrl measures including smog tower on the lines of china. it is d govt whch dsnt implement the suggestions,0,0.997886598110199
220,0.0,delhi’s first smog tower became operational …,257.0,269.0,0,[],1.22e+18,1578811631000.0,2020-01-12 6:47:11,7.0,,,[],6.0,1.22e+18,,,,,https://twitter.com/currenthunt/status/1216250251495071744,,currenthunt,,0.0,0.0,0.0,,,,,"[{'user_id': '1082253812449112066', 'username': 'currenthunt'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Delhi’s First Smog Tower Became Operational
 http://currenthunt.com/2020/01/delhis-first-smog-tower-became-operational/ …",,,1082253812449112066,1.08e+18,,,currenthunt,,delhi’s first smog tower became operational …,0,0.9986636638641357
231,0.0,"remember that dutch artist's smog tower in china? here's their team's model of its effectiveness. note that it assumes zero wind, pm10 (not pm2.5), and maxes out at a distance of 10 meters.",1019.0,1348.0,0,[],9.64e+17,1518624504000.0,2018-02-14 16:08:24,3.0,,,[],16.0,9.64e+17,,,,,https://twitter.com/SmartAirFilters/status/963807145950138368,,Smart Air,,2.0,0.0,1.0,,,,,"[{'user_id': '2974311683', 'username': 'SmartAirFilters'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Remember that Dutch artist's smog tower in China? Here's their team's model of its effectiveness. Note that it assumes zero wind, PM10 (not PM2.5), and maxes out at a distance of 10 meters.  pic.twitter.com/zV6iaNIK8V",,,2974311683,2974311683.0,,,SmartAirFilters,,"remember that dutch artist's smog tower in china? here's their team's model of its effectiveness. note that it assumes zero wind, pm10 (not pm2.5), and maxes out at a distance of 10 meters.",-1,0.9806464910507202
238,0.0,| the world’s biggest smog tower offers hope to polluted megacities in china … …,1096.0,1474.0,0,[],9.54e+17,1516204250000.0,2018-01-17 15:50:50,3.0,,,[],15.0,9.54e+17,,,,,https://twitter.com/mukeshbalani80/status/953655862001848324,,Mukesh Balani,,0.0,0.0,0.0,,,,,"[{'user_id': '25237079', 'username': 'mukeshbalani80'}]",,False,,,,,smog tower,,,,,,UTC,,,,http://futurism.com  | The World’s Biggest Smog Tower Offers Hope to Polluted Megacities in China  http://www.youtube.com/watch?feature=player_embedded&v=H8hIomFZDJg …  https://mukeshbalani.wordpress.com/2018/01/17/futurism-com-the-worlds-biggest-smog-tower-offers-hope-to-polluted-megacities-in-china/ …,,,25237079,25237079.0,,,mukeshbalani80,,| the world’s biggest smog tower offers hope to polluted megacities in china … …,0,0.9983691573143005
239,0.0,where is india's first smog tower installed? …,299.0,312.0,0,[],1.21e+18,1578428983000.0,2020-01-07 20:29:43,2.0,,,[],20.0,1.21e+18,,,,,https://twitter.com/ssharma68/status/1214645311429173248,,Lt. Cmdr S K Sharma,,0.0,0.0,0.0,,,,,"[{'user_id': '1090948867', 'username': 'ssharma68'}]",,False,,,,,smog tower,,,,,,UTC,,,,Where is India's first Smog Tower Installed?  https://www.jagranjosh.com/general-knowledge/first-smog-tower-of-india-1578319160-1 …,,,1090948867,1090948867.0,,,ssharma68,,where is india's first smog tower installed? …,0,0.9986791014671326
244,0.0,first smog tower in india …,396.0,420.0,0,[],1.21e+18,1578119385000.0,2020-01-04 6:29:45,6.0,,,[],6.0,1.21e+18,,,,,https://twitter.com/vinayakasaicha1/status/1213346759738413057,,vinayakasaicharan,,0.0,0.0,0.0,,,,,"[{'user_id': '1209348638712856582', 'username': 'vinayakasaicha1'}]",,False,,,,,smog tower,,,,,,UTC,,,,First Smog Tower In India  https://vinayakasaicharan.com/first-smog-tower-in-india/ …,,,1209348638712856582,1.21e+18,,,vinayakasaicha1,,first smog tower in india …,0,0.9986263513565063
247,0.0,delhi gets first smog tower to combat air pollution …,416.0,446.0,0,[],1.21e+18,1578082758000.0,2020-01-03 20:19:18,5.0,,,[],20.0,1.21e+18,,,,,https://twitter.com/aftabistan/status/1213193137679523840,,Aftab Alam,,0.0,0.0,0.0,,,,,"[{'user_id': '261300364', 'username': 'aftabistan'}]",,False,,,,,smog tower,,,,,,UTC,,,,Delhi gets first smog tower to combat air pollution  https://www.hindustantimes.com/cities/delhi-s-first-smog-tower-to-start-working-at-lajpat-nagar-from-friday/story-iMDG2W04FGK0cxhcYm0SnI.html …,,,261300364,261300364.0,,,aftabistan,,delhi gets first smog tower to combat air pollution …,0,0.9964101910591125
251,0.0,"search smog tower in china i m trying to say, ""problem is urs u have to find solution""",894.0,1111.0,0,[],1.19e+18,1572596972000.0,2019-11-01 8:29:32,5.0,,,[],8.0,1.19e+18,,,,,https://twitter.com/PRAVEEN38167/status/1190184083378167808,,PRAVEEN KUMAR GUPTA,,0.0,0.0,0.0,,,,,"[{'user_id': '2538775068', 'username': 'PRAVEEN38167'}, {'user_id': '801990544305963008', 'username': 'RaasiqueAli1'}, {'user_id': '1103178724571336706', 'username': 'SirishaRao17'}, {'user_id': '30417501', 'username': 'msisodia'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}]",,False,,,,,smog tower,,,,,,UTC,,,,"search smog tower in china 
i m trying to say, ""problem is urs u have to find solution""",,,2538775068,2538775068.0,,,PRAVEEN38167,,"search smog tower in china i m trying to say, ""problem is urs u have to find solution""",0,0.9963841438293457
254,0.0,delhi area: 1484 sq. km. 1 smog tower cleans area: pi×3×3= 28 sq. km. total smog tower required: 1484÷28 = 53. one smog tower cost = 2 croretotal one time cost required to install smog towers throughout delhi 53×2= 106 crores only.,881.0,1095.0,0,[],1.19e+18,1572842633000.0,2019-11-04 4:43:53,1.0,,,[],4.0,1.19e+18,,,,,https://twitter.com/VINEET_KAKA/status/1191214461543010304,,परशुराम वंशज विनीत 'काका' 🚩,,21.0,2.0,40.0,,,,,"[{'user_id': '261588025', 'username': 'VINEET_KAKA'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Delhi Area: 1484 sq. Km.
1 Smog Tower cleans area: pi×3×3= 28 sq. Km.
Total Smog Tower required: 1484÷28 = 53.

One Smog Tower cost = 2 CroreTotal One time Cost required to install Smog Towers throughout Delhi 53×2= 106 Crores Only.",,,261588025,261588025.0,,,VINEET_KAKA,,delhi area: 1484 sq. km. 1 smog tower cleans area: pi×3×3= 28 sq. km. total smog tower required: 1484÷28 = 53. one smog tower cost = 2 croretotal one time cost required to install smog towers throughout delhi 53×2= 106 crores only.,0,0.9987983703613281
257,0.0,delhi area: 1484 sq. km. 1 smog tower cleans area: pi×3×3= 28 sq km. total smog tower required: 1484÷28 = 53. one smog tower cost = 2 crore. total one time cost required to install smog towers throughout delhi = 53×2= 106 crores only is it doable???,868.0,1071.0,0,[],1.19e+18,1572861996000.0,2019-11-04 10:06:36,1.0,,,[],10.0,1.19e+18,,,,,https://twitter.com/Deepak201978/status/1191295675163504641,,Deepak,,0.0,0.0,0.0,,,,,"[{'user_id': '4575983238', 'username': 'Deepak201978'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '815473030868545537', 'username': 'LtGovDelhi'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Delhi Area: 1484 sq. Km.
1 Smog Tower cleans area: pi×3×3= 28 sq Km.
Total Smog Tower required: 1484÷28 = 53.
One Smog Tower cost = 2 Crore.
Total One time Cost required to install Smog Towers throughout Delhi = 53×2= 106 Crores Only
@ArvindKejriwal  is it doable???
@LtGovDelhi",,,4575983238,4575983238.0,,,Deepak201978,,delhi area: 1484 sq. km. 1 smog tower cleans area: pi×3×3= 28 sq km. total smog tower required: 1484÷28 = 53. one smog tower cost = 2 crore. total one time cost required to install smog towers throughout delhi = 53×2= 106 crores only is it doable???,0,0.9987983703613281
277,1.0,#news this made-in-india smog tower can clean up give clean air to 75000 people in 3km radius …,918.0,1146.0,1,[],1.07e+18,1543757180000.0,2018-12-02 13:26:20,7.0,,,['#news'],13.0,1.07e+18,,,,,https://twitter.com/simplicitycbe/status/1069221226529226753,,SimpliCityCoimbatore,,0.0,0.0,0.0,,,,,"[{'user_id': '758220129054265344', 'username': 'simplicitycbe'}]",,False,,,,,smog tower,,,,,,UTC,,,,"#News
This made-in-india smog tower can clean up give clean air to 75000 people in 3km radius  https://simplicity.in/news-detail.php?nid=38005&isnotify=n …",,,758220129054265344,7.58e+17,,,simplicitycbe,,#news this made-in-india smog tower can clean up give clean air to 75000 people in 3km radius …,1,0.9969336986541748
283,1.0,sir delhi government ko china ki tarah ek central smog tower bnana chahiye,879.0,1093.0,1,[],1.19e+18,1572844466000.0,2019-11-04 5:14:26,1.0,,,[],5.0,1.19e+18,,,,,https://twitter.com/JadonDipesh/status/1191222148700016641,,Dipesh singh jadon,,0.0,0.0,0.0,,,,,"[{'user_id': '4539837432', 'username': 'JadonDipesh'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}]",,False,,,,,smog tower,,,,,,UTC,,,,@ArvindKejriwal  sir delhi government ko china ki tarah ek central smog tower bnana chahiye,,,4539837432,4539837432.0,,,JadonDipesh,,sir delhi government ko china ki tarah ek central smog tower bnana chahiye,0,0.9971663355827332
289,1.0,such sort of option need to be considered asap to bring air quality normal. we can't rely on other state or keep asking them to stop stubble burning. we need to go with innovative solutions like smog tower asap. …,951.0,1217.0,1,[],1.06e+18,1541414047000.0,2018-11-05 10:34:07,1.0,,,[],10.0,1.06e+18,,,,,https://twitter.com/theinnovative/status/1059393413961854977,,Amit Singh,,2.0,0.0,0.0,,,https://twitter.com/thebetterindia/status/1059346568791371776,,"[{'user_id': '35722275', 'username': 'theinnovative'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '30417501', 'username': 'msisodia'}]",,False,,,,,smog tower,,,,,,UTC,,,,@ArvindKejriwal @msisodia such sort of option need to be considered ASAP to bring air quality normal. We can't rely on other state or keep asking them to STOP Stubble burning. We need to go with innovative solutions like SMOG Tower ASAP.  https://twitter.com/thebetterindia/status/1059346568791371776 …,,,35722275,35722275.0,,,theinnovative,,such sort of option need to be considered asap to bring air quality normal. we can't rely on other state or keep asking them to stop stubble burning. we need to go with innovative solutions like smog tower asap. …,-1,0.9444897770881653
290,1.0,"#india’s own ‘#smog tower’ may help combat #delhi #airpollution as the #city grapples with dangerous levels of #air #pollution, a delhi-based start-up has designed a 40-feet-tall purifier which it claims could... #ozone #atmosphere #clean #cleanair …",940.0,1202.0,1,[],1.06e+18,1541463908000.0,2018-11-06 0:25:08,2.0,,,"['#india', '#smog', '#delhi', '#airpollution', '#city', '#air', '#pollution', '#ozone', '#atmosphere', '#clean', '#cleanair']",0.0,1.06e+18,,,,,https://twitter.com/WorldFuel_Saver/status/1059602546246012928,,World Fuel Saver,,1.0,0.0,0.0,,,,,"[{'user_id': '3217205091', 'username': 'WorldFuel_Saver'}]",,False,,,,,smog tower,,,,,,UTC,,,,"#India’s own ‘#smog tower’ may help combat #Delhi #airpollution

As the #city grapples with dangerous levels of #air #pollution, a Delhi-based start-up has designed a 40-feet-tall purifier which it claims could... #ozone #atmosphere #clean #cleanair https://www.financialexpress.com/india-news/indias-own-smog-tower-may-help-combat-air-pollution/1372100/ …",,,3217205091,3217205091.0,,,WorldFuel_Saver,,"#india’s own ‘#smog tower’ may help combat #delhi #airpollution as the #city grapples with dangerous levels of #air #pollution, a delhi-based start-up has designed a 40-feet-tall purifier which it claims could... #ozone #atmosphere #clean #cleanair …",-1,0.4278540015220642
298,1.0,"yes, china has been trying out some kind of smog tower system. it's working well for them. we aren't taking measures and that's scary.",905.0,1122.0,1,[],1.11e+18,1554209102000.0,2019-04-02 12:45:02,2.0,,,[],12.0,1.11e+18,,,,,https://twitter.com/ChaoticVerses/status/1113059766983581697,,J,,0.0,1.0,0.0,,,,,"[{'user_id': '132439129', 'username': 'ChaoticVerses'}, {'user_id': '16692378', 'username': 'Spamsterr'}, {'user_id': '41122505', 'username': 'discopiggu'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Yes, China has been trying out some kind of smog tower system. It's working well for them. We aren't taking measures and that's scary.",,,132439129,132439129.0,,,ChaoticVerses,,"yes, china has been trying out some kind of smog tower system. it's working well for them. we aren't taking measures and that's scary.",-1,0.9737632274627686
301,1.0,china builds world's largest air purifier. it is 328 ft tall anti-smog tower that can produce 10 million cubic of fresh air everyday.. a great step towards clean future !! #airpurifier #airpurifiers #worldslargestairpurifier #airpurification #airpurificationplant,899.0,1116.0,1,[],1.17e+18,1567721549000.0,2019-09-05 22:12:29,4.0,,,"['#airpurifier', '#airpurifiers', '#worldslargestairpurifier', '#airpurification', '#airpurificationplant']",22.0,1.17e+18,,,,,https://twitter.com/2minutesIndia/status/1169735076239704065,,2minutesIndia,,1.0,0.0,1.0,,,,,"[{'user_id': '715087070478381056', 'username': '2minutesIndia'}]",,False,,,,,smog tower,,,,,,UTC,,,,"China builds world's largest air purifier. It is 328 ft tall anti-smog tower that can produce 10 million cubic of fresh air everyday..

A great step towards clean future !!

#airpurifier #airpurifiers #worldslargestairpurifier #airpurification #airpurificationplant pic.twitter.com/4YvsxpUQc7",,,715087070478381056,7.15e+17,,,2minutesIndia,,china builds world's largest air purifier. it is 328 ft tall anti-smog tower that can produce 10 million cubic of fresh air everyday.. a great step towards clean future !! #airpurifier #airpurifiers #worldslargestairpurifier #airpurification #airpurificationplant,1,0.9966873526573181
305,1.0,chandigarh youth’s ‘tower plan’ to kill delhi smog makes global waves. each smog tower under the project will produce more than 3.2 million cubic metres of clean air per day. wait till nov 30 to see if the smog project wins the award. … via,993.0,1284.0,1,[],1.05e+18,1538715057000.0,2018-10-05 4:50:57,5.0,,,[],4.0,1.05e+18,,,,,https://twitter.com/DrSandipRoy/status/1048073030579183619,,Sandip Roy ツ,,0.0,0.0,0.0,,,,,"[{'user_id': '69491994', 'username': 'DrSandipRoy'}, {'user_id': '33584794', 'username': 'googlenews'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Chandigarh youth’s ‘tower plan’ to kill Delhi smog makes global waves. Each smog tower under the project will produce more than 3.2 million cubic metres of clean air per day.  Wait till Nov 30  to see if the Smog Project wins the award.
 https://www.tribuneindia.com/news/nation/chandigarh-youth-s-tower-plan-to-kill-delhi-smog-makes-global-waves/663570.html …

via @GoogleNews",,,69491994,69491994.0,,,DrSandipRoy,,chandigarh youth’s ‘tower plan’ to kill delhi smog makes global waves. each smog tower under the project will produce more than 3.2 million cubic metres of clean air per day. wait till nov 30 to see if the smog project wins the award. … via,0,0.8890969753265381
313,1.0,china’s anti-smog tower was a nice try in this regard irrespective of the extend of success,1013.0,1342.0,1,[],9.66e+17,1519040200000.0,2018-02-19 11:36:40,1.0,,,[],11.0,9.66e+17,,,,,https://twitter.com/deepuortho/status/965550701500760065,,Deepu,,0.0,0.0,0.0,,,,,"[{'user_id': '889209691615543296', 'username': 'deepuortho'}, {'user_id': '24705126', 'username': 'ShashiTharoor'}, {'user_id': '38146999', 'username': 'UNEP'}, {'user_id': '48702842', 'username': 'ErikSolheim'}, {'user_id': '180748385', 'username': 'orfonline'}, {'user_id': '773900103627268096', 'username': 'AirQualityAsia'}]",,False,,,,,smog tower,,,,,,UTC,,,,China’s anti-smog tower was a nice try in this regard  irrespective of the extend of success,,,889209691615543296,8.89e+17,,,deepuortho,,china’s anti-smog tower was a nice try in this regard irrespective of the extend of success,1,0.9471801519393921
319,1.0,the world’s biggest smog tower near the city of xian in china could prove to be a viable solution to help tackle air pollution: #environment #globalwarming,1044.0,1393.0,1,[],9.58e+17,1517134200000.0,2018-01-28 10:10:00,7.0,,,"['#environment', '#globalwarming']",10.0,9.58e+17,,,,,https://twitter.com/kmukund7/status/957556355891630086,,Mukund Krishna,,1.0,0.0,0.0,,,,,"[{'user_id': '89645568', 'username': 'kmukund7'}]",,False,,,,,smog tower,,,,,,UTC,,,,"The world’s biggest smog tower near the city of Xian in China could prove to be a viable solution to help tackle air pollution: 
#environment #GlobalWarming http://bit.ly/2DGLBp2 ",,,89645568,89645568.0,,,kmukund7,,the world’s biggest smog tower near the city of xian in china could prove to be a viable solution to help tackle air pollution: #environment #globalwarming,0,0.9930058717727661
324,1.0,"great effort, would like to know at what distance is the aqi being measured from the smog tower?",268.0,280.0,1,[],1.22e+18,1578677369000.0,2020-01-10 17:29:29,5.0,,,[],17.0,1.22e+18,,,,,https://twitter.com/DwivediPranjal4/status/1215687114731343872,,Pranjal Dwivedi,,0.0,0.0,0.0,,,,,"[{'user_id': '1105141679743471617', 'username': 'DwivediPranjal4'}, {'user_id': '99448420', 'username': 'GautamGambhir'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Great effort, would like to know at what distance is the AQI being measured from the smog tower?",,,1105141679743471617,1.11e+18,,,DwivediPranjal4,,"great effort, would like to know at what distance is the aqi being measured from the smog tower?",1,0.9586467742919922
331,1.0,delhi area: 1484 sq. km. 1 smog tower cleans area: pi×3×3= 28 sq. km. total smog tower required: 1484÷28 = 53. one smog tower cost = 2 crore. total one time cost required to install smog towers throughout delhi = 53×2= 106 crores only. …,568.0,635.0,1,[],1.2e+18,1575792572000.0,2019-12-08 8:09:32,7.0,,,[],8.0,1.2e+18,,,,,https://twitter.com/NRIinDubai/status/1203587399252660226,,DeKay from Delhi,,0.0,0.0,0.0,,,https://twitter.com/NRIinDubai/status/1193068889149726720,,"[{'user_id': '806170508', 'username': 'NRIinDubai'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Delhi Area: 1484 sq. Km.
1 Smog Tower cleans area: pi×3×3= 28 sq. Km.
Total Smog Tower required: 1484÷28 = 53.
One Smog Tower cost = 2 Crore.
Total One time Cost required to install Smog Towers throughout Delhi = 53×2= 106 Crores Only.  https://twitter.com/NRIinDubai/status/1193068889149726720 …",,,806170508,806170508.0,,,NRIinDubai,,delhi area: 1484 sq. km. 1 smog tower cleans area: pi×3×3= 28 sq. km. total smog tower required: 1484÷28 = 53. one smog tower cost = 2 crore. total one time cost required to install smog towers throughout delhi = 53×2= 106 crores only. …,0,0.9988051652908325
343,1.0,"saw the video of newly built smog tower in china, immediate & obvious thought why can’t we have it in delhi. hope it curbs pm2.5 & 10? …",932.0,1181.0,1,[],1.06e+18,1541749370000.0,2018-11-09 7:42:50,5.0,,,[],7.0,1.06e+18,,,,,https://twitter.com/ArchieSriva/status/1060799862294360064,,Archie,,2.0,1.0,1.0,,,https://twitter.com/DocDwivedi/status/1059799808494452736,,"[{'user_id': '1013772691', 'username': 'ArchieSriva'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '30417501', 'username': 'msisodia'}, {'user_id': '3088262505', 'username': 'ImranHussaain'}, {'user_id': '18403300', 'username': 'Jasmine441'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Saw the video of newly built smog tower in China, immediate & obvious thought why can’t we have it in Delhi. Hope it curbs PM2.5 & 10? @ArvindKejriwal @msisodia @ImranHussaain @Jasmine441 https://twitter.com/DocDwivedi/status/1059799808494452736 …",,,1013772691,1013772691.0,,,ArchieSriva,,"saw the video of newly built smog tower in china, immediate & obvious thought why can’t we have it in delhi. hope it curbs pm2.5 & 10? …",-1,0.7611187100410461
